Initial Region URL	Crag URL	Region Name
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/vall-dolerdola	Vall' d'Olerdola
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/242458272	La Facu
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/castelldefels	Castelldefels
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/242458218	Subirats
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/gelida	Gelida
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/cervello	Cervello
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/cadira-del-bisbe	Teià
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/1007621847	Roques de l'Ignasi
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/can-boquet	Can Boquet
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/banyadores	Banyadores
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/cellecs	Céllecs
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/7071113190	Bauma de Can Solà
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/montserrat	Montserrat
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/sant-llorenc-de-munt	Sant Llorenc de Munt
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/4013813130	Castellar del Vallès
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/moia	Moià
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/creu-de-castellar	Collsuspina
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/4376102253	Taradell
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/savassona	Savassona
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/4721557257	Fussimanya
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/8410994340	Castell de Montjüic
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/solius	Solius
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/santa-brigida	Santa Brigida
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/347804847	Grau dels Matxos
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/8015961567	El Sunyer
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/7385580789	La Soleia
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/6891524721	Figuero
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/348273093	Roda de Ter
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/431776080	Santa Coloma de Farners
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/431776134	Sant Feliu de Guíxols
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/431776188	Esqueis del Bàgis
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/431776242	Roques del Rei
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/431776296	Cabrerola
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/4279886961	Calella de mar
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/713433348	Costa Brava
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/800816805	El Papiol
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/1400805420	Llafranc
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/1706220834	Garraf
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2129814915	Els sumidors 🚫
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2129834175	Penyes de can Marcer
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2803403151	penya del moro
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2805469029	roca de casablanca
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2806201551	la talaia
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2817567555	torrelletes
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2819571741	La Graiera
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2819614959	Penya Aguilera - Penyes Blanques
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2839615659	roques d'en barrusques
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2839838961	coll de la barraca
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2843351532	el castellot
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2860076268	santsuies
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2863569180	montmell
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2863684521	olesa
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2866944402	serra de rubió
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2885741610	el cairat
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2888084559	tossa de montbui
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2890602651	els mollons
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/2890604514	mediona
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/329804664	Tossal Rodó
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/barcelona-area/area/9612948030	Calonge
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/rocca-blanca-amposta	Roca Blanca
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/montsianell	Montsianell
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/raco-des-capellans	Raco des Capellans
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/torres-roges-la-senia	Torres Roges - La Senia
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/estrets-del-riu	Els ports
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/589381374	Santa Bàrbara
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/589386612	roques d'en Benet
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/horata-de-saint-joan	Horta de Sant Joan
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/tivissa	Tivissa
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/llaveria	Llaveria
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/pradell-de-la-teixeta	Pradell de la Teixeta
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/2774193882	Cabacés
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/montsant	Montsant
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/arboli	Arboli
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/la-mussara	La Mussara
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/la-riba	La Riba
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/mont-ral	Mont-ral
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/siurana	Siurana
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/margalef	Margalef
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/collugons	Cogullons
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/vilanova-de-prades	Vilanova de Prades
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/410745486	Masriudoms
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1239663042	El Penitent
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/6084496350	Cingle de Cacàc
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/6623069457	Pinell de Brai
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/6705211095	Roques del Masmut
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/costa-daurada/area/7932135312	Els Munts
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/cavallers	Cavallers
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/travessani	Travessani
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/restanca	Restanca
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/502528710	Valle de Boi
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/598775679	vall de mulleres
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/vall-de-besiberri	Vall de Besiberri
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/colomers	Colomers
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/saboredo	Saboredo
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/amitges	Amitges
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/saint-maurici	Sant Maurici
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/josep-maria-blanc	Josep Maria Blanc
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/colomina	Colomina
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/viuet	Viuet
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/603269673	sarraèra
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/603276204	la forcanada
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/603701208	vall de Gerber
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/603709650	pla de la font
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/760128375	Qüenca-Moredo
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/760133145	Certascan
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/5082170496	Espot
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/5741974200	El Pont de Suert
https://www.thecrag.com/en/climbing/spain/area/1842437106	https://www.thecrag.com/en/climbing/spain/area/8076806382	Arties
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/6058653147	Alcora
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/782524281	Altura
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/2934623910	Araya
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/9442869483	Argelita
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/2525102856	Atzeneta del Maestrat
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/2956186164	Ayódar
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/1460997588	Betxi
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/9497266290	La Botalària
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/260449173	Borriol
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/4622025858	La Cantera
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/9055549041	Castellet
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/5500817667	Cervera del Maestre
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/1450866186	Cucala
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/3845984433	Culla
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/2720635671	La Devesa
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/8596951251	Figueroles
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/814510449	Grellera
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/jerica	Jérica
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/6098557500	Lucena del Cid
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/2541264936	Mas de Domingo
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/montanejos	Montanejos
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/801255774	Monzona
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/2407858719	Murs
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/3846072153	Oropesa del Mar
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/594948081	Peñagolosa
https://www.thecrag.com/en/climbing/spain/area/1846162401	https://www.thecrag.com/en/climbing/spain/castellon/area/2953951056	Peñas Altas Torrechiva
